# Time-averaged data for fix thermoAveOut
# TimeStep c_thermo_pe c_thermo_temp c_thermo_press
50800 -13208.9 308.762 -2118.63
50900 -13201.9 306.045 -2109.16
51000 -13212.1 309.97 -2038.45
51100 -13206.9 307.995 -1077.65
51200 -13217.7 312.156 -1317.69
51300 -13198.3 304.63 -1172.45
51400 -13209.4 308.934 -1581.73
51500 -13200.8 305.564 -1469.5
51600 -13211.1 309.59 -1198.75
51700 -13199 304.894 -1780.82
51800 -13196 303.735 -1696.48
51900 -13189.6 301.295 -1773.88
52000 -13198.2 304.595 -2212.93
52100 -13205.6 307.46 -900.026
52200 -13197.5 304.322 -1052.72
52300 -13185.3 299.557 -2986.51
52400 -13202.1 306.095 -1431.06
52500 -13210.3 309.275 -262.007
52600 -13202.8 306.358 -1989.58
52700 -13205.1 307.283 -1822.53
52800 -13187.4 300.394 -1413.07
52900 -13197.5 304.318 -2402.29
53000 -13198.1 304.569 -1724.83
53100 -13186.5 300.053 -1539.28
53200 -13193 302.6 -2121.11
53300 -13188.9 300.971 -1003.51
53400 -13195 303.348 -1803.67
53500 -13185.3 299.59 -2457.75
53600 -13202.2 306.128 -1644.43
53700 -13207 307.986 -72.6401
53800 -13199.7 305.154 -1191.88
53900 -13200.7 305.586 -2358.16
54000 -13190.9 301.775 -1275.3
54100 -13206.3 307.775 -1614.73
54200 -13184.9 299.468 -2029.65
54300 -13198.3 304.659 -805.104
54400 -13200.2 305.376 -1220.71
54500 -13206 307.631 -1572.42
54600 -13200.6 305.512 -2011.82
54700 -13220.6 313.277 -1360.92
54800 -13215.1 311.175 238.566
54900 -13213.9 310.717 -206.202
55000 -13195.6 303.566 -1524.38
55100 -13190.5 301.611 -2100.76
55200 -13208.9 308.759 -1387.86
55300 -13213.3 310.453 -1798.56
55400 -13197.2 304.226 -843.964
55500 -13212.6 310.177 -912.127
55600 -13192.9 302.531 -1756.6
55700 -13205.5 307.417 -2053.91
55800 -13200.1 305.363 -1623.92
55900 -13195.5 303.565 -2148.84
56000 -13200.2 305.375 -1569.57
56100 -13202.5 306.25 -1157.39
56200 -13204.9 307.184 -2178.32
56300 -13204 306.811 -1575.55
56400 -13216.5 311.662 -939.927
56500 -13210.5 309.344 -1700.11
56600 -13207.8 308.292 -1661.32
56700 -13195.5 303.546 -1884.54
56800 -13208.2 308.456 -1508
56900 -13208.9 308.713 -2096.02
57000 -13185.6 299.673 -1698.44
57100 -13200.5 305.438 -2315.97
57200 -13200.8 305.573 -1215.53
57300 -13202 306.05 -1739.92
57400 -13192.3 302.274 -2490.57
57500 -13204.2 306.912 -2081.23
57600 -13191.7 302.03 -1119.03
57700 -13206 307.62 -2829.06
57800 -13194.2 303.006 -2318.5
57900 -13188.4 300.769 -1255.92
58000 -13195.2 303.42 -1559.48
58100 -13195.1 303.374 -376.142
58200 -13204.9 307.184 -2262.85
58300 -13186.3 299.96 -1638.18
58400 -13198.1 304.527 -399.015
58500 -13188.6 300.849 -2265.91
58600 -13204 306.834 -1256.92
58700 -13205.3 307.322 -157.492
58800 -13201.4 305.817 -2076.84
58900 -13212.1 309.994 -1474.38
59000 -13209.3 308.86 -119.555
59100 -13199.1 304.913 -2483.29
59200 -13207 307.971 -918.843
59300 -13218.3 312.358 426.002
59400 -13217.2 311.944 -1766.4
59500 -13204.7 307.055 -2137.6
59600 -13203 306.432 -2110.93
59700 -13219.4 312.806 -703.861
59800 -13212.3 310.05 -1376.47
59900 -13215.8 311.42 -1544.26
60000 -13213 310.326 -1013.72
60100 -13206.9 307.943 -1859.78
60200 -13221.1 313.446 -1140.01
60300 -13207.7 308.258 -764.59
60400 -13215.9 311.409 -1720.62
60500 -13212 309.915 -308.241
60600 -13209.7 309.035 -759.317
60700 -13190.8 301.712 -2905.24
60800 -13200 305.275 -884.323
60900 -13206.1 307.645 -671.243
61000 -13200.9 305.632 -2361.77
61100 -13204.9 307.187 -1345.25
61200 -13219.4 312.785 -1785.79
61300 -13197.6 304.337 -2024.78
61400 -13204.6 307.056 -1750
61500 -13217.3 311.989 -1037.27
61600 -13204.1 306.865 -1638.2
61700 -13214.1 310.745 -2460.02
61800 -13207.6 308.225 -1887.5
61900 -13207.7 308.26 -1282
62000 -13216.5 311.68 -1589.99
62100 -13200 305.293 -1617.96
62200 -13206.1 307.64 -1848.97
62300 -13219 312.652 -892.945
62400 -13220 313.062 -1233.75
62500 -13211.7 309.829 -1636.2
62600 -13212.7 310.229 -1406.27
62700 -13198.8 304.813 -990.519
62800 -13201.3 305.771 -1653.08
62900 -13220.3 313.168 -528.754
63000 -13214.6 310.944 -1416.33
63100 -13200.4 305.44 -1472.05
63200 -13223.2 314.264 -273.678
63300 -13202.7 306.306 -2088.44
63400 -13192.9 302.509 -2093.14
63500 -13195.8 303.634 76.4322
63600 -13210.3 309.249 -2146.48
63700 -13199.8 305.202 -2186.44
63800 -13202.2 306.131 -783.119
63900 -13219.9 313.008 -1923.84
64000 -13198.4 304.7 -2348.01
64100 -13192.6 302.415 -1867.57
64200 -13204.7 307.115 -1222.59
64300 -13194.1 303.011 -2510.62
64400 -13200.5 305.509 -1834.51
64500 -13212.1 310.004 328.076
64600 -13199.6 305.161 -2631.11
64700 -13188.3 300.785 -2040.5
64800 -13188.9 300.996 -1062.13
64900 -13190.4 301.559 -2706.87
65000 -13199 304.917 -2100.37
65100 -13204.9 307.185 -224.251
65200 -13200.8 305.595 -2713.56
65300 -13190.1 301.438 -2204
65400 -13201.3 305.799 165.044
65500 -13198.4 304.653 -1978.94
65600 -13194.9 303.309 -2185.19
65700 -13194.1 302.992 -1516.36
65800 -13194.7 303.21 -2344.57
65900 -13205.4 307.382 -425.176
66000 -13198.5 304.692 -1491.85
66100 -13184.2 299.141 -2744.39
66200 -13194.2 303.026 -1683.97
66300 -13191.8 302.089 -1811.41
66400 -13182.5 298.498 -3133.55
66500 -13211.1 309.628 -1399.13
66600 -13208.6 308.63 -1083.23
66700 -13183.3 298.802 -2225.57
66800 -13195 303.362 -1254.96
66900 -13202.2 306.133 -741.279
67000 -13193.7 302.856 -3052.88
67100 -13206.6 307.863 -1906.94
67200 -13205.6 307.455 -1330.97
67300 -13200.9 305.625 -2580.96
67400 -13204 306.845 -827.512
67500 -13195.7 303.629 -1317.15
67600 -13191.7 302.095 -2326.1
67700 -13202.6 306.278 -362.169
67800 -13200.8 305.608 -1379.13
67900 -13200.3 305.401 -2102.96
68000 -13202.9 306.41 -1069.7
68100 -13183.6 298.965 -2751.3
68200 -13176.2 296.051 -2585.22
68300 -13209.7 309.075 -1343.32
68400 -13199.9 305.286 -583.158
